2000-12,-3.53,
2001-01,-2.30,
2001-02,-1.60,
2001-03,-2.40,
2001-04,-1.55,
2001-05,-0.19,
2001-06,-2.13,
2001-07,0.13,
2001-08,2.56,
2001-09,0.54,
2001-10,1.86,
2001-11,-0.16,
2001-12,5.04,
2002-01,3.66,
2002-02,1.48,
2002-03,1.42,
2002-04,2.57,
2002-05,2.93,
2002-06,3.10,
2002-07,4.38,
2002-08,4.48,
2002-09,6.25,
2002-10,2.86,
2002-11,6.15,
2002-12,2.97,
2003-01,0.66,
2003-02,1.26,
2003-03,2.00,
2003-04,1.46,
2003-05,3.23,
2003-06,2.25,
2003-07,4.48,
2003-08,4.50,
2003-09,6.16,
2003-10,5.00,
2003-11,4.53,
2003-12,5.53,
2004-01,6.04,
2004-02,6.79,
2004-03,9.21,
2004-04,9.87,
2004-05,11.71,
2004-06,8.81,
2004-07,8.26,
2004-08,8.47,
2004-09,7.34,
2004-10,8.85,
2004-11,7.98,
2004-12,7.22,
2005-01,7.65,
2005-02,9.90,
2005-03,9.59,
2005-04,8.04,
2005-05,10.00,
2005-06,10.10,
2005-07,9.67,
2005-08,9.98,
2005-09,10.05,
2005-10,9.36,
2005-11,9.22,
2005-12,7.28,
2006-01,10.93,
2006-02,9.50,
2006-03,6.56,
2006-04,12.87,
2006-05,11.15,
2006-06,11.48,
2006-07,10.66,
2006-08,11.86,
2006-09,12.65,
2006-10,15.70,
2006-11,15.95,
2006-12,13.85,
2007-01,14.88,
2007-02,10.81,
2007-03,15.14,
2007-04,15.87,
2007-05,15.96,
2007-06,15.65,
2007-07,15.01,
2007-08,14.27,
2007-09,16.85,
2007-10,15.84,
2007-11,17.29,
2007-12,14.31,
2008-01,16.05,
2008-02,14.36,
2008-03,13.43,
2008-04,14.97,
2008-05,13.06,
2008-06,15.17,
2008-07,10.32,
2008-08,13.04,
2008-09,12.85,
2008-10,12.56,
2008-11,7.95,
2008-12,9.28,
2009-01,6.85,
2009-02,9.69,
2009-03,9.19,
2009-04,9.11,
2009-05,11.44,
2009-06,11.81,
2009-07,15.03,
2009-08,12.81,
2009-09,10.88,
2009-10,11.13,
2009-11,14.88,
2009-12,17.84,
2010-01,10.98,
2010-02,12.73,
2010-03,13.10,
2010-04,14.42,
2010-05,10.75,
2010-06,11.57,
2010-07,12.44,
2010-08,12.22,
2010-09,14.33,
2010-10,14.70,
2010-11,13.10,
2010-12,15.25,
2011-01,14.75,
2011-02,14.73,
2011-03,18.02,
2011-04,13.79,
2011-05,15.09,
2011-06,12.94,
2011-07,13.47,
2011-08,14.95,
2011-09,16.69,
2011-10,13.42,
2011-11,15.64,
2011-12,14.59,
2012-01,17.00,
2012-02,16.04,
2012-03,16.34,
2012-04,15.82,
2012-05,14.33,
2012-06,18.62,
2012-07,17.20,
2012-08,20.22,
2012-09,16.88,
2012-10,16.04,
2012-11,15.97,
2012-12,16.32,
2013-01,14.74,
2013-02,17.26,
2013-03,17.17,
2013-04,18.64,
2013-05,17.60,
2013-06,17.23,
2013-07,15.98,
2013-08,15.94,
2013-09,18.06,
2013-10,18.63,
2013-11,20.44,
2013-12,15.85,
2014-01,19.38,
2014-02,15.28,
2014-03,15.27,
2014-04,19.77,
