DATE	DJIA	SP500
1935-02-01	101.53	
1935-02-02	102.20	
1935-02-04	101.56	
1935-02-05	100.74	
1935-02-06	100.23	
1935-02-07	101.00	
1935-02-08	102.35	
1935-02-09	102.66	
1935-02-11	102.42	
1935-02-13	102.69	
1935-02-14	103.05	
1935-02-15	104.67	
1935-02-16	104.54	
1935-02-18	107.17	
1935-02-19	105.89	
1935-02-20	104.97	
1935-02-21	104.86	
1935-02-23	103.25	
1935-02-25	103.14	
1935-02-26	102.24	
1935-02-27	102.55	
1935-02-28	102.38	
1935-03-01	103.27	
1935-03-02	103.22	
1935-03-04	102.58	
1935-03-05	100.09	
1935-03-06	100.22	
1935-03-07	101.17	
1935-03-08	101.58	
1935-03-09	101.18	
1935-03-11	99.39	
1935-03-12	97.66	
1935-03-13	98.02	
1935-03-14	96.71	
1935-03-15	98.21	
1935-03-16	97.79	
1935-03-18	97.01	
1935-03-19	98.31	
1935-03-20	98.29	
1935-03-21	99.72	
1935-03-22	100.68	
1935-03-23	99.84	
1935-03-25	99.50	
1935-03-26	98.97	
1935-03-27	100.35	
1935-03-28	100.59	
1935-03-29	100.78	
1935-03-30	100.81	
1935-04-01	101.23	
1935-04-02	101.00	
1935-04-03	100.39	
1935-04-04	101.13	
1935-04-05	102.53	
1935-04-06	103.04	
1935-04-08	102.65	
1935-04-09	104.32	
1935-04-10	104.06	
1935-04-11	104.03	
1935-04-12	104.45	
1935-04-13	105.42	
1935-04-15	105.93	
1935-04-16	106.33	
1935-04-17	105.43	
1935-04-18	107.97	
1935-04-20	109.76	
1935-04-22	110.27	
1935-04-23	110.06	
1935-04-24	109.45	
1935-04-25	110.47	
1935-04-26	110.37	
1935-04-27	109.68	
1935-04-29	109.91	
1935-04-30	109.45	
1935-05-01	108.71	
1935-05-02	108.84	
1935-05-03	110.49	
1935-05-04	110.83	
1935-05-06	110.53	
1935-05-07	109.79	
1935-05-08	112.63	
1935-05-09	113.10	
1935-05-10	113.67	
1935-05-11	114.08	
1935-05-13	114.23	
1935-05-14	114.18	
1935-05-15	114.61	
1935-05-16	116.58	
1935-05-17	115.81	
1935-05-18	114.58	
1935-05-20	114.67	
1935-05-21	115.56	
1935-05-22	116.24	
1935-05-23	116.81	
1935-05-24	116.17	
1935-05-25	115.90	
1935-05-27	116.74	
1935-05-28	113.76	
1935-05-29	111.85	
1935-05-31	110.64	
1935-06-01	109.74	
1935-06-03	111.45	
1935-06-04	113.58	
1935-06-05	113.92	
1935-06-06	113.54	
1935-06-07	114.01	
1935-06-08	114.72	
1935-06-10	115.89	
1935-06-11	117.08	
1935-06-12	117.14	
1935-06-13	117.89	
1935-06-14	119.00	
1935-06-15	119.17	
1935-06-17	118.67	
1935-06-18	119.32	
1935-06-19	118.12	
1935-06-20	117.24	
1935-06-21	119.48	
1935-06-22	120.75	
1935-06-24	120.04	
1935-06-25	118.73	
1935-06-26	117.64	
1935-06-27	117.56	
1935-06-28	118.36	
1935-06-29	118.21	
1935-07-01	118.82	
1935-07-02	118.69	
1935-07-03	118.81	
1935-07-05	120.61	
1935-07-06	121.02	
1935-07-08	122.55	
1935-07-09	122.15	
1935-07-10	122.69	
1935-07-11	121.93	
1935-07-12	122.20	
1935-07-13	121.88	
1935-07-15	121.72	
1935-07-16	122.34	
1935-07-17	122.91	
1935-07-18	123.41	
1935-07-19	122.33	
1935-07-20	122.69	
1935-07-22	124.10	
1935-07-23	124.14	
1935-07-24	124.60	
1935-07-25	123.80	
1935-07-26	124.02	
1935-07-27	125.27	
1935-07-29	126.56	
1935-07-30	125.57	
1935-07-31	126.23	
1935-08-01	125.85	
1935-08-02	124.93	
1935-08-03	125.90	
1935-08-05	126.07	
1935-08-06	125.64	
1935-08-07	125.61	
1935-08-08	125.98	
1935-08-09	127.27	
1935-08-10	127.94	
1935-08-12	128.00	
1935-08-13	128.09	
1935-08-14	128.27	
1935-08-15	127.47	
1935-08-16	127.63	
1935-08-17	127.96	
1935-08-19	126.33	
1935-08-20	126.31	
1935-08-21	127.66	
1935-08-22	128.52	
1935-08-23	128.93	
1935-08-24	127.93	
1935-08-26	128.99	
1935-08-27	126.81	
1935-08-28	126.61	
1935-08-29	126.95	
1935-08-30	127.35	
1935-08-31	127.89	
1935-09-03	127.27	
1935-09-04	128.46	
1935-09-05	129.34	
1935-09-06	130.75	
1935-09-07	131.86	
1935-09-09	132.48	
1935-09-10	133.22	
1935-09-11	134.01	
1935-09-12	133.33	
1935-09-13	133.52	
1935-09-14	133.40	
1935-09-16	132.91	
1935-09-17	133.11	
1935-09-18	134.11	
1935-09-19	131.44	
1935-09-20	128.42	
1935-09-21	128.78	
1935-09-23	129.55	
1935-09-24	131.02	
1935-09-25	131.52	
1935-09-26	131.06	
1935-09-27	131.48	
1935-09-28	131.75	
1935-09-30	131.92	
1935-10-01	131.51	
1935-10-02	128.06	
1935-10-03	129.05	
1935-10-04	129.76	
1935-10-05	130.35	
1935-10-07	130.77	
1935-10-08	130.06	
1935-10-09	130.59	
1935-10-10	132.99	
1935-10-11	133.56	
1935-10-14	135.03	
1935-10-15	136.26	
1935-10-16	135.68	
1935-10-17	135.57	
1935-10-18	135.13	
1935-10-19	137.09	
1935-10-21	138.96	
1935-10-22	138.77	
1935-10-23	139.58	
1935-10-24	139.42	
1935-10-25	140.68	
1935-10-26	141.47	
1935-10-28	140.78	
1935-10-29	140.49	
1935-10-30	139.35	
1935-10-31	139.74	
1935-11-01	141.31	
1935-11-02	141.20	
1935-11-04	141.07	
1935-11-06	142.90	
1935-11-07	143.40	
1935-11-08	144.25	
1935-11-09	144.36	
1935-11-12	142.56	
1935-11-13	143.59	
1935-11-14	145.59	
1935-11-15	146.32	
1935-11-16	147.31	
1935-11-18	147.06	
1935-11-19	148.44	
1935-11-20	146.65	
1935-11-21	147.37	
1935-11-22	144.61	
1935-11-23	146.12	
1935-11-25	144.72	
1935-11-26	142.59	
1935-11-27	143.38	
1935-11-29	142.34	
1935-11-30	142.35	
1935-12-02	140.72	
1935-12-03	143.58	
1935-12-04	144.04	
1935-12-05	143.72	
1935-12-06	143.48	
1935-12-07	144.47	
1935-12-09	144.10	
1935-12-10	142.31	
1935-12-11	142.84	
1935-12-12	141.34	
1935-12-13	140.16	
1935-12-14	140.38	
1935-12-16	139.11	
1935-12-17	140.60	
1935-12-18	140.10	
1935-12-19	138.94	
1935-12-20	139.50	
1935-12-21	140.19	
1935-12-23	140.58	
1935-12-24	141.53	
1935-12-26	141.54	
1935-12-27	141.58	
1935-12-28	140.76	
1935-12-30	143.00	
1935-12-31	144.13	
1936-01-02	144.13	
1936-01-03	144.69	
1936-01-04	144.08	
1936-01-06	143.11	
1936-01-07	144.92	
1936-01-08	146.16	
1936-01-09	145.66	
1936-01-10	147.08	
1936-01-11	146.73	
1936-01-13	146.52	
1936-01-14	146.32	
1936-01-15	145.66	
1936-01-16	145.92	
1936-01-17	145.81	
1936-01-18	144.93	
1936-01-20	144.06	
1936-01-21	143.50	
1936-01-22	145.99	
1936-01-23	146.97	
1936-01-24	146.59	
1936-01-25	147.01	
1936-01-27	147.30	
1936-01-28	146.94	
1936-01-29	147.71	
1936-01-30	146.98	
1936-01-31	149.49	
1936-02-01	149.58	
1936-02-03	150.62	
1936-02-04	150.94	
1936-02-05	150.60	
1936-02-06	150.86	
1936-02-07	150.17	
1936-02-08	150.40	
1936-02-10	151.15	
1936-02-11	152.25	
1936-02-13	152.53	
1936-02-14	151.97	
1936-02-15	152.40	
1936-02-17	151.40	
1936-02-18	153.36	
1936-02-19	153.09	
1936-02-20	154.43	
1936-02-21	153.74	
1936-02-24	152.74	
1936-02-25	150.78	
1936-02-26	149.81	
1936-02-27	152.64	
1936-02-28	152.53	
1936-02-29	152.15	
1936-03-02	154.08	
1936-03-03	156.19	
1936-03-04	156.70	
1936-03-05	157.52	
1936-03-06	158.75	
1936-03-07	157.86	
1936-03-09	153.50	
1936-03-10	155.37	
1936-03-11	156.85	
1936-03-12	153.13	
1936-03-13	150.42	
1936-03-14	154.07	
1936-03-16	153.25	
1936-03-17	156.34	
1936-03-18	155.82	
1936-03-19	157.40	
1936-03-20	157.42	
1936-03-21	156.42	
1936-03-23	157.62	
1936-03-24	156.56	
1936-03-25	157.88	
1936-03-26	157.73	
1936-03-27	155.52	
1936-03-28	155.54	
1936-03-30	155.37	
1936-03-31	156.34	
1936-04-01	158.96	
1936-04-02	160.43	
1936-04-03	160.09	
1936-04-04	161.50	
1936-04-06	161.99	
1936-04-07	160.94	
1936-04-08	160.97	
1936-04-09	160.25	
1936-04-11	160.48	
1936-04-13	160.76	
1936-04-14	158.41	
1936-04-15	159.61	
1936-04-16	158.49	
1936-04-17	157.78	
1936-04-18	156.07	
1936-04-20	152.40	
1936-04-21	153.36	
1936-04-22	154.92	
1936-04-23	151.08	
1936-04-24	151.54	
1936-04-25	151.93	
1936-04-27	147.05	
1936-04-28	146.75	
1936-04-29	143.65	
1936-04-30	145.67	
1936-05-01	147.07	
1936-05-02	146.41	
1936-05-04	146.96	
1936-05-05	148.56	
1936-05-06	149.73	
1936-05-07	147.14	
1936-05-08	146.87	
1936-05-09	147.85	
1936-05-11	146.85	
1936-05-12	146.70	
1936-05-13	147.90	
1936-05-14	151.49	
1936-05-15	151.60	
1936-05-16	151.42	
1936-05-18	150.35	
1936-05-19	147.49	
1936-05-20	148.94	
1936-05-21	148.80	
1936-05-22	149.58	
1936-05-23	150.65	
1936-05-25	150.83	
1936-05-26	152.26	
1936-05-27	152.57	
1936-05-28	151.77	
1936-05-29	152.64	
1936-06-01	152.84	
1936-06-02	151.97	
1936-06-03	151.53	
1936-06-04	149.39	
1936-06-05	149.26	
1936-06-06	149.84	
1936-06-08	151.39	
1936-06-09	152.90	
1936-06-10	153.02	
1936-06-11	155.16	
1936-06-12	153.71	
1936-06-13	154.64	
1936-06-15	155.09	
1936-06-16	156.70	
1936-06-17	156.97	
1936-06-18	157.38	
1936-06-19	156.53	
1936-06-20	157.21	
1936-06-22	159.13	
1936-06-23	158.94	
1936-06-24	160.66	
1936-06-25	158.64	
1936-06-26	158.21	
1936-06-27	158.46	
1936-06-29	158.01	
1936-06-30	157.69	
1936-07-01	158.38	
1936-07-02	157.51	
1936-07-03	158.11	
1936-07-06	157.11	
1936-07-07	155.60	
1936-07-08	156.20	
1936-07-09	157.71	
1936-07-10	160.07	
1936-07-11	160.72	
1936-07-13	161.35	
1936-07-14	162.80	
1936-07-15	163.24	
1936-07-16	163.64	
1936-07-17	163.55	
1936-07-18	164.42	
1936-07-20	164.43	
1936-07-21	165.23	
1936-07-22	164.49	
1936-07-23	164.61	
1936-07-24	164.37	
1936-07-25	165.56	
1936-07-27	166.92	
1936-07-28	167.01	
1936-07-29	165.67	
1936-07-30	165.98	
1936-07-31	164.86	
1936-08-01	165.42	
1936-08-03	165.32	
1936-08-04	165.41	
1936-08-05	165.07	
1936-08-06	165.71	
1936-08-07	168.01	
1936-08-08	169.10	
1936-08-10	168.80	
1936-08-11	167.86	
1936-08-12	169.05	
1936-08-13	167.64	
1936-08-14	165.75	
1936-08-15	165.86	
1936-08-17	165.38	
1936-08-18	165.42	
1936-08-19	166.04	
1936-08-20	165.59	
1936-08-21	160.80	
1936-08-22	162.14	
1936-08-24	163.78	
1936-08-25	164.34	
1936-08-26	163.32	
1936-08-27	166.77	
1936-08-28	166.78	
1936-08-29	166.91	
1936-08-31	166.29	
1936-09-01	166.35	
1936-09-02	166.65	
1936-09-03	166.24	
1936-09-04	167.04	
1936-09-05	167.80	
1936-09-08	169.55	
1936-09-09	168.50	
1936-09-10	169.00	
1936-09-11	168.59	
1936-09-12	168.02	
1936-09-14	166.86	
1936-09-15	166.44	
1936-09-16	165.16	
1936-09-17	166.25	
1936-09-18	167.76	
1936-09-19	168.93	
1936-09-21	168.90	
1936-09-22	169.47	
1936-09-23	169.01	
1936-09-24	169.14	
1936-09-25	166.36	
1936-09-26	168.07	
1936-09-28	168.79	
1936-09-29	168.48	
1936-09-30	167.82	
1936-10-01	168.26	
1936-10-02	170.76	
1936-10-03	172.44	
1936-10-05	172.81	
1936-10-06	174.42	
1936-10-07	174.59	
1936-10-08	174.93	
1936-10-09	175.19	
1936-10-10	176.05	
1936-10-13	176.29	
1936-10-14	175.57	
1936-10-15	175.22	
1936-10-16	176.66	
1936-10-17	177.63	
1936-10-19	177.42	
1936-10-20	176.78	
1936-10-21	176.70	
1936-10-22	174.90	
1936-10-23	175.60	
1936-10-24	175.91	
1936-10-26	172.30	
1936-10-27	174.36	
1936-10-28	174.84	
1936-10-29	176.31	
1936-10-30	177.15	
1936-10-31	177.19	
1936-11-02	176.67	
1936-11-04	180.66	
1936-11-05	182.25	
1936-11-06	181.60	
1936-11-07	183.38	
1936-11-09	183.65	
1936-11-10	184.01	
1936-11-12	183.15	
1936-11-13	182.24	
1936-11-14	181.45	
1936-11-16	182.65	
1936-11-17	184.90	
1936-11-18	184.44	
1936-11-19	182.21	
1936-11-20	180.74	
1936-11-21	182.01	
1936-11-23	178.62	
1936-11-24	181.11	
1936-11-25	180.78	
1936-11-27	182.81	
1936-11-28	183.32	
1936-11-30	183.22	
1936-12-01	182.05	
1936-12-02	180.25	
1936-12-03	181.29	
1936-12-04	180.97	
1936-12-05	181.05	
1936-12-07	180.13	
1936-12-08	180.57	
1936-12-09	181.16	
1936-12-10	182.18	
1936-12-11	181.10	
1936-12-12	180.92	
1936-12-14	181.87	
1936-12-15	181.97	
1936-12-16	181.58	
1936-12-17	180.78	
1936-12-18	179.42	
1936-12-19	177.61	
1936-12-21	175.85	
1936-12-22	177.30	
1936-12-23	178.36	
1936-12-24	178.60	
1936-12-28	177.12	
1936-12-29	177.60	
1936-12-30	180.57	
1936-12-31	179.90	
1937-01-02	178.52	
1937-01-04	177.72	
1937-01-05	179.07	
1937-01-06	178.92	
1937-01-07	181.77	
1937-01-08	182.95	
1937-01-09	182.75	
1937-01-11	183.26	
1937-01-12	183.30	
1937-01-13	183.01	
1937-01-14	183.71	
1937-01-15	184.53	
1937-01-16	185.73	
1937-01-18	184.95	
1937-01-19	184.02	
1937-01-20	185.96	
1937-01-21	186.90	
1937-01-22	186.53	
1937-01-23	186.69	
1937-01-25	185.62	
1937-01-26	183.19	
1937-01-27	183.97	
1937-01-28	183.41	
1937-01-29	184.74	
1937-01-30	185.74	
1937-02-01	186.61	
1937-02-02	188.20	
1937-02-03	188.69	
1937-02-04	188.39	
1937-02-05	186.01	
1937-02-06	187.11	
1937-02-08	187.82	
1937-02-09	187.68	
1937-02-10	189.35	
1937-02-11	190.29	
1937-02-13	190.03	
1937-02-15	188.39	
1937-02-16	188.18	
1937-02-17	187.98	
1937-02-18	188.07	
1937-02-19	189.37	
1937-02-20	189.37	
1937-02-23	186.50	
1937-02-24	187.35	
1937-02-25	186.68	
1937-02-26	187.17	
1937-02-27	187.30	
1937-03-01	187.68	
1937-03-02	189.91	
1937-03-03	192.91	
1937-03-04	191.63	
1937-03-05	194.14	
1937-03-06	194.15	
1937-03-08	192.69	
1937-03-09	193.29	
1937-03-10	194.40	
1937-03-11	192.22	
1937-03-12	191.24	
1937-03-13	190.58	
1937-03-15	189.41	
1937-03-16	189.95	
1937-03-17	188.50	
1937-03-18	184.73	
1937-03-19	184.56	
1937-03-20	184.04	
1937-03-22	179.82	
1937-03-23	181.87	
1937-03-24	184.32	
1937-03-25	184.08	
1937-03-27	184.95	
1937-03-29	184.09	
1937-03-30	186.77	
1937-03-31	186.41	
1937-04-01	185.19	
1937-04-02	182.75	
1937-04-03	183.54	
1937-04-05	184.19	
1937-04-06	182.98	
1937-04-07	178.07	
1937-04-08	178.18	
1937-04-09	178.94	
1937-04-10	178.26	
1937-04-12	179.74	
1937-04-13	182.10	
1937-04-14	181.93	
1937-04-15	181.19	
1937-04-16	180.75	
1937-04-17	180.51	
1937-04-19	180.82	
1937-04-20	181.44	
1937-04-21	183.60	
1937-04-22	181.70	
1937-04-23	178.54	
1937-04-24	176.98	
1937-04-26	171.97	
1937-04-27	174.52	
1937-04-28	170.13	
1937-04-29	170.52	
1937-04-30	174.27	
1937-05-01	174.42	
1937-05-03	174.59	
1937-05-04	176.30	
1937-05-05	174.67	
1937-05-06	175.81	
1937-05-07	175.89	
1937-05-08	175.54	
1937-05-10	173.04	
1937-05-11	172.55	
1937-05-12	172.24	
1937-05-13	167.46	
1937-05-14	169.15	
1937-05-15	169.60	
1937-05-17	167.84	
1937-05-18	169.97	
1937-05-19	169.75	
1937-05-20	173.59	
1937-05-21	173.83	
1937-05-22	175.00	
1937-05-24	175.59	
1937-05-25	173.79	
1937-05-26	173.70	
1937-05-27	174.19	
1937-05-28	174.71	
1937-06-01	171.59	
1937-06-02	172.63	
1937-06-03	172.82	
1937-06-04	175.14	
1937-06-05	175.00	
1937-06-07	173.88	
1937-06-08	174.33	
1937-06-09	173.47	
1937-06-10	172.82	
1937-06-11	170.77	
1937-06-12	169.51	
1937-06-14	165.51	
1937-06-15	167.40	
1937-06-16	165.86	
1937-06-17	167.74	
1937-06-18	168.79	
1937-06-19	168.60	
1937-06-21	167.98	
1937-06-22	168.20	
1937-06-23	169.01	
1937-06-24	170.08	
1937-06-25	169.59	
1937-06-26	168.45	
1937-06-28	166.71	
1937-06-29	167.11	
1937-06-30	169.32	
1937-07-01	170.13	
1937-07-02	172.22	
1937-07-06	176.80	
1937-07-07	177.74	
1937-07-08	177.70	
1937-07-09	177.40	
1937-07-10	176.72	
1937-07-12	178.70	
1937-07-13	178.24	
1937-07-14	178.57	
1937-07-15	179.71	
1937-07-16	179.53	
1937-07-17	179.72	
1937-07-19	182.06	
1937-07-20	183.32	
1937-07-21	182.35	
1937-07-22	182.96	
1937-07-23	183.78	
1937-07-24	184.85	
1937-07-26	184.42	
1937-07-27	184.24	
1937-07-28	182.57	
1937-07-29	183.01	
1937-07-30	184.01	
1937-07-31	185.61	
1937-08-02	186.91	
1937-08-03	185.91	
1937-08-04	186.80	
1937-08-05	186.09	
1937-08-06	185.43	
1937-08-07	186.41	
1937-08-09	186.75	
1937-08-10	186.98	
1937-08-11	186.72	
1937-08-12	187.62	
1937-08-13	189.29	
1937-08-14	190.02	
1937-08-16	189.34	
1937-08-17	188.68	
1937-08-18	187.39	
1937-08-19	185.28	
1937-08-20	182.95	
1937-08-21	183.74	
1937-08-23	181.88	
1937-08-24	182.39	
1937-08-25	181.70	
1937-08-26	178.52	
1937-08-27	175.91	
1937-08-28	175.93	
1937-08-30	177.88	
1937-08-31	177.41	
1937-09-01	173.08	
1937-09-02	170.84	
1937-09-03	172.17	
1937-09-04	172.55	
1937-09-07	164.39	
1937-09-08	163.37	
1937-09-09	166.36	
1937-09-10	157.98	
1937-09-11	159.96	
1937-09-13	158.00	
1937-09-14	162.90	
1937-09-15	162.85	
1937-09-16	164.75	
1937-09-17	162.15	
1937-09-18	157.83	
1937-09-20	155.56	
1937-09-21	156.56	
1937-09-22	157.45	
1937-09-23	153.98	
1937-09-24	147.38	
1937-09-25	147.47	
1937-09-27	152.03	
1937-09-28	153.16	
1937-09-29	154.70	
1937-09-30	154.57	
1937-10-01	153.89	
1937-10-02	154.08	
1937-10-04	152.19	
1937-10-05	144.08	
1937-10-06	147.18	
1937-10-07	146.59	
1937-10-08	144.03	
1937-10-09	143.93	
1937-10-11	138.79	
1937-10-13	138.20	
1937-10-14	136.54	
1937-10-15	135.48	
1937-10-16	136.30	
1937-10-18	125.73	
1937-10-19	126.85	
1937-10-20	134.56	
1937-10-21	135.48	
1937-10-22	132.26	
1937-10-23	127.15	
1937-10-25	134.43	
1937-10-26	132.78	
1937-10-27	132.26	
1937-10-28	135.22	
1937-10-29	138.48	
1937-10-30	138.17	
1937-11-01	135.94	
1937-11-03	130.14	
1937-11-04	128.84	
1937-11-05	128.92	
1937-11-06	125.25	
1937-11-08	123.98	
1937-11-09	126.16	
1937-11-10	132.16	
1937-11-12	133.09	
1937-11-13	133.05	
1937-11-15	129.22	
1937-11-16	127.98	
1937-11-17	127.54	
1937-11-18	125.48	
1937-11-19	118.13	
1937-11-20	120.45	
1937-11-22	114.19	
1937-11-23	115.78	
1937-11-24	113.64	
1937-11-26	118.26	
1937-11-27	123.71	
1937-11-29	121.58	
1937-11-30	123.48	
1937-12-01	122.11	
1937-12-02	125.14	
1937-12-03	127.55	
1937-12-04	127.79	
1937-12-06	126.21	
1937-12-07	128.31	
1937-12-08	129.80	
1937-12-09	128.15	
1937-12-10	126.72	
1937-12-11	126.83	
1937-12-13	122.83	
1937-12-14	123.50	
1937-12-15	124.19	
1937-12-16	125.75	
1937-12-17	124.98	
1937-12-18	126.63	
1937-12-20	129.08	
1937-12-21	129.98	
1937-12-22	128.55	
1937-12-23	127.63	
1937-12-24	127.36	
1937-12-27	123.45	
1937-12-28	118.93	
1937-12-29	120.15	
1937-12-30	121.56	
1937-12-31	120.85	
1938-01-03	120.57	
1938-01-04	124.61	
1938-01-05	124.66	
1938-01-06	128.97	
1938-01-07	128.21	
1938-01-08	130.84	
1938-01-10	133.55	
1938-01-11	134.35	
1938-01-12	133.22	
1938-01-13	131.60	
1938-01-14	131.84	
1938-01-15	134.31	
1938-01-17	132.49	
1938-01-18	131.53	
1938-01-19	130.09	
1938-01-20	132.33	
1938-01-21	130.69	
1938-01-22	130.00	
1938-01-24	129.89	
1938-01-25	128.33	
1938-01-26	123.23	
1938-01-27	121.57	
1938-01-28	120.66	
1938-01-29	120.14	
1938-01-31	121.87	
1938-02-01	123.97	
1938-02-02	123.06	
1938-02-03	118.49	
1938-02-04	120.52	
1938-02-05	122.88	
1938-02-07	121.39	
1938-02-08	125.52	
1938-02-09	125.00	
1938-02-10	125.54	
1938-02-11	124.94	
1938-02-14	125.97	
1938-02-15	124.93	
1938-02-16	124.90	
1938-02-17	127.59	
1938-02-18	126.29	
1938-02-19	127.50	
1938-02-21	129.49	
1938-02-23	132.41	
1938-02-24	130.85	
1938-02-25	131.58	
1938-02-26	131.26	
1938-02-28	129.64	
1938-03-01	130.47	
1938-03-02	129.38	
1938-03-03	128.22	
1938-03-04	127.78	
1938-03-05	127.67	
1938-03-07	125.38	
1938-03-08	125.33	
1938-03-09	125.67	
1938-03-10	124.71	
1938-03-11	122.44	
1938-03-12	122.58	
1938-03-14	123.68	
1938-03-15	127.24	
1938-03-16	122.87	
1938-03-17	122.03	
1938-03-18	118.41	
1938-03-19	120.43	
1938-03-21	120.29	
1938-03-22	117.11	
1938-03-23	114.38	
1938-03-24	114.64	
1938-03-25	108.57	
1938-03-26	106.63	
1938-03-28	107.25	
1938-03-29	101.92	
1938-03-30	100.97	
1938-03-31	98.95	
1938-04-01	103.02	
1938-04-02	106.11	
1938-04-04	105.58	
1938-04-05	108.36	
1938-04-06	106.29	
1938-04-07	105.43	
1938-04-08	109.57	
1938-04-09	115.32	
1938-04-11	112.93	
1938-04-12	113.88	
1938-04-13	114.85	
1938-04-14	116.82	
1938-04-16	121.00	
1938-04-18	118.99	
1938-04-19	116.34	
1938-04-20	114.90	
1938-04-21	115.40	
1938-04-22	118.52	
1938-04-23	117.64	
1938-04-25	116.23	
1938-04-26	113.94	
1938-04-27	115.25	
1938-04-28	111.98	
1938-04-29	111.66	
1938-04-30	111.28	
1938-05-02	110.09	
1938-05-03	112.71	
1938-05-04	113.88	
1938-05-05	113.46	
1938-05-06	117.16	
1938-05-07	117.21	
1938-05-09	119.43	
1938-05-10	117.93	
1938-05-11	118.52	
1938-05-12	118.55	
1938-05-13	116.87	
1938-05-14	117.21	
1938-05-16	115.38	
1938-05-17	116.36	
1938-05-18	117.02	
1938-05-19	115.28	
1938-05-20	114.99	
1938-05-21	113.25	
1938-05-23	113.97	
1938-05-24	112.35	
1938-05-25	110.60	
1938-05-26	108.28	
1938-05-27	107.98	
1938-05-28	108.90	
1938-05-31	107.74	
1938-06-01	110.61	
1938-06-02	110.68	
1938-06-03	109.71	
1938-06-04	111.82	
1938-06-06	113.19	
1938-06-07	113.12	
1938-06-08	113.75	
1938-06-09	115.74	
1938-06-10	114.47	
1938-06-11	114.23	
1938-06-13	111.87	
1938-06-14	112.78	
1938-06-15	113.24	
1938-06-16	113.97	
1938-06-17	113.06	
1938-06-18	113.23	
1938-06-20	118.61	
1938-06-21	121.34	
1938-06-22	123.99	
1938-06-23	127.40	
1938-06-24	129.06	
1938-06-25	131.94	
1938-06-27	130.48	
1938-06-28	130.38	
1938-06-29	135.87	
1938-06-30	133.88	
1938-07-01	136.53	
1938-07-02	138.53	
1938-07-05	136.52	
1938-07-06	137.78	
1938-07-07	137.45	
1938-07-08	135.66	
1938-07-09	136.20	
1938-07-11	134.56	
1938-07-12	137.49	
1938-07-13	136.90	
1938-07-14	135.81	
1938-07-15	137.30	
1938-07-16	138.53	
1938-07-18	140.39	
1938-07-19	143.67	
1938-07-20	141.84	
1938-07-21	141.92	
1938-07-22	142.25	
1938-07-23	144.24	
1938-07-25	144.91	
1938-07-26	143.33	
1938-07-27	140.24	
1938-07-28	142.20	
1938-07-29	141.20	
1938-07-30	141.25	
1938-08-01	140.37	
1938-08-02	141.97	
1938-08-03	141.73	
1938-08-04	142.13	
1938-08-05	144.47	
1938-08-06	145.67	
1938-08-08	144.33	
1938-08-09	143.21	
1938-08-10	142.40	
1938-08-11	139.32	
1938-08-12	136.51	
1938-08-13	136.21	
1938-08-15	136.98	
1938-08-16	138.44	
1938-08-17	139.03	
1938-08-18	139.33	
1938-08-19	141.13	
1938-08-20	141.20	
1938-08-22	140.92	
1938-08-23	143.70	
1938-08-24	143.53	
1938-08-25	144.07	
1938-08-26	142.94	
1938-08-27	141.95	
1938-08-29	137.06	
1938-08-30	138.26	
1938-08-31	139.27	
1938-09-01	138.36	
1938-09-02	141.38	
1938-09-03	142.48	
1938-09-06	141.47	
1938-09-07	143.08	
1938-09-08	142.19	
1938-09-09	139.90	
1938-09-10	138.29	
1938-09-12	140.19	
1938-09-13	134.19	
1938-09-14	132.93	
1938-09-15	136.22	
1938-09-16	134.85	
1938-09-17	131.82	
1938-09-19	134.10	
1938-09-20	138.41	
1938-09-21	139.29	
1938-09-22	137.35	
1938-09-23	134.08	
1938-09-24	133.02	
1938-09-26	129.91	
1938-09-27	130.19	
1938-09-28	133.68	
1938-09-29	137.16	
1938-09-30	141.45	
1938-10-01	143.13	
1938-10-03	144.29	
1938-10-04	144.23	
1938-10-05	148.32	
1938-10-06	148.10	
1938-10-07	148.41	
1938-10-08	149.75	
1938-10-10	149.55	
1938-10-11	149.41	
1938-10-13	152.46	
1938-10-14	151.45	
1938-10-15	151.96	
1938-10-17	150.81	
1938-10-18	152.10	
1938-10-19	150.02	
1938-10-20	151.52	
1938-10-21	152.15	
1938-10-22	154.11	
1938-10-24	154.12	
1938-10-25	154.17	
1938-10-26	152.40	
1938-10-27	152.69	
1938-10-28	151.07	
1938-10-29	151.07	
1938-10-31	151.73	
1938-11-01	151.39	
1938-11-02	152.21	
1938-11-03	152.31	
1938-11-04	152.10	
1938-11-05	152.12	
1938-11-07	154.91	
1938-11-09	158.08	
1938-11-10	157.47	
1938-11-12	158.41	
1938-11-14	155.61	
1938-11-15	154.66	
1938-11-16	151.54	
1938-11-17	152.78	
1938-11-18	149.93	
1938-11-19	150.38	
1938-11-21	150.26	
1938-11-22	149.56	
1938-11-23	149.88	
1938-11-25	150.10	
1938-11-26	148.45	
1938-11-28	146.14	
1938-11-29	147.07	
1938-11-30	149.82	
1938-12-01	148.63	
1938-12-02	147.57	
1938-12-03	147.50	
1938-12-05	147.47	
1938-12-06	148.33	
1938-12-07	148.73	
1938-12-08	147.63	
1938-12-09	147.39	
1938-12-10	148.31	
1938-12-12	148.65	
1938-12-13	149.59	
1938-12-14	151.83	
1938-12-15	151.82	
1938-12-16	150.89	
1938-12-17	150.36	
